track,or_number,status,title,abstract,primary_area,secondary_area
Extended_Abstracts,326,pending,Flexible brain network flow rerouting from stimulus to response  during rapid instructed task learning,"Rapid instructed task learning (RITL) is the 
remarkable human ability to rapidly encode and 
implement novel task instructions, crucial for 
adaptive behavior in dynamic environments (Cole, 
Laurent, et al., 2013). Based on the cognitive 
control literature, RITL involves top-down control 
from cognitive control networks (CCNs), including 
the fronto-parietal (FPN), cingulo-opercular (CON), 
and dorsal attention networks (DAN), acting via a 
flexible hub mechanism (Cole, Reynolds, et al., 
2013). Despite extensive research, a generative 
framework explaining how distributed brain 
networks combine to produce stimulus-response 
(S-R) mapping during RITL has not been 
developed. We hypothesized two potential 
mechanisms: CCNs could dynamically mediate SR mappings during task execution (reactive 
routing), or CCNs could pre-configure direct 
sensory-motor pathways during instruction 
encoding, establishing ""prepared reflexes"" for 
immediate execution (proactive routing) (Braver, 
2012; Cole, 2017). 
To address this gap, we employed 
behavioral testing, functional MRI, and empirical 
neural network modeling (n=36) using an 
instructed task learning paradigm involving a 
primary S-R mapping phase and a secondary 
distractor phase. Direct functional connectivity 
(FC) was estimated through graphical lasso 
regression using mean-task-activity regressed 
BOLD time series (Cole et al., 2019; Peterson et 
al., 2023). Activity flow mapping (Cole et al., 2016) 
modeled the propagation of task-evoked 
activations from source regions through FC to predict target activations. This generated noncircular motor activation patterns in somatomotor 
network (SMN) using theoretically motivated input 
networks (VIS1/VIS2). Results (Figure 1) revealed that sensory 
network activations flowing through empirical FC 
were sufficient to generate accurate motor 
patterns. In-silico FC lesion analyses showed that 
both reactive and proactive routes carry 
sensorimotor transformations. The stepwise flow 
graphs (Figure 2) revealed the role of DAN in 
routing flows from VIS2 to SMN. These findings 
support a flexible mechanism where CCNmediated proactive and reactive rerouting enable 
rapid task execution, offering insights into the 
neural basis of cognitive flexibility.",experimental neuroscience (systems / cognitive),
Extended_Abstracts,327,pending,Two Cortical Mechanisms for Natural Audiovisual Processing,"Understanding how the brain processes natural audiovisual information remains a central challenge in cognitive neuroscience. Progress has been limited by reliance on short, controlled, or unimodal stimuli, leaving cortical mechanisms supporting real-world comprehension poorly characterized. While AI now enables extraction of high-dimensional, time-resolved features from naturalistic stimuli, how cortical regions dynamically process or prioritize auditory and visual information over time remains largely unexplored. Using large-scale fMRI data from participants watching movies, we developed two complementary computational approaches to map moment-by-moment sensory processing dynamics across cortical regions: one detecting sustained periods when one modality predicts a region substantially better than the other, identifying regions that switch the modality they encode; the other identifying periods when both modalities predict the region well, revealing regions maintaining balanced representation of both auditory and visual information. 
These analyses reveal two types of audiovisual processing across the cortex: ``bows"" that switch modalities (one posterior bow encircling category-selective visual cortex and another anterior bow spanning dorso-lateral frontal areas) and an arrow-like axis of regions that jointly represents both modalities (extending from lateral occipital cortex into the temporal cortex).",computational cognitive science / cognitive modeling,artificial intelligence / machine learning+theoretical / computational neuroscience
Extended_Abstracts,328,pending,Human medial-frontal neurons integrate language and vision to structure decision-making,"A central question in cognitive neuroscience is how linguistically informed goals interact with sensory evidence to guide decisions. We recorded single neurons from 11 intracranially implanted epilepsy patients performing a verbal-instruction task and found a functional dissociation across cortical regions. Ventrotemporal cortex (VTC) neurons exhibited stable encoding of visual categories and features, whereas neurons in medial frontal cortex (MFC: dorsal anterior cingulate (dACC) and pre-supplementary motor area (preSMA)) encoded task demands and target choices following instruction-vision integration. A vision-language model (VLM) coupled to a sensorimotor recurrent neural network (RNN) trained on the same task provided a mechanistic account: vision-transformer features best predicted VTC activity, and recurrent decision signals best predicted MFC activity. These results delineate how task goals and stimulus features are decomposed across cortical systems to support language-guided choice. We test two competing hypotheses: instructions either propagate to early sensory representations or primarily reconfigure downstream decision circuitry. The evidence supports the latter: VTC neurons are largely insensitive to instruction contents, whereas MFC populations rapidly reorganize to represent rules, framing, and target selection.",computational cognitive science / cognitive modeling,artificial intelligence / machine learning+psychological / behavioral research+experimental neuroscience (systems / cognitive)
Extended_Abstracts,329,pending,"Building a model of infant development using experience, brain, and behavior","Infants quickly become proficient in complex tasks, such as mapping spoken labels onto objects in their world. Independently, functional neuroimaging of awake infants, head-mounted recordings from children’s egocentric viewpoints, and deep neural network modeling of infant vision have shed light on infancy as a period of complex cognitive and brain development. However, no single dataset has yet integrated these modalities to support building a comprehensive model of early development. Here, we present Project Simsom, a densely sampled longitudinal dataset comprising awake functional MRI, head-mounted camera recordings, and behavioral measures of language from a single infant aged 2 to 12 months. Preliminary results demonstrate that models trained on the head-mounted camera data can acquire physical world understanding, highlighting the promise of dense longitudinal research for Developmental NeuroAI.",computational cognitive science / cognitive modeling,artificial intelligence / machine learning+psychological / behavioral research+experimental neuroscience (systems / cognitive)
Extended_Abstracts,330,pending,Not all uncertainty promotes exploration,"Adaptive decision-making requires balancing the exploitation of known outcomes with the exploration of uncertain alternatives. Although prior work suggests that uncertainty generally promotes exploration, it often conflates distinct sources of environmental uncertainty. In particular, volatility (the rate of change in latent causes) and stochasticity (moment-to-moment outcome variability) both increase total uncertainty, yet require opposing adjustments to learning rates. Whether they also exert distinct, and potentially opposing, effects on exploration remains unknown. Here, using simulation analyses, we first show that optimal performance requires increased exploration under volatility but, counterintuitively, decreased exploration under stochasticity, even though stochasticity increases total uncertainty.  We then test these predictions across three human experiments of increasing ecological complexity and observe consistent results: volatility enhances exploration, whereas stochasticity suppresses it. These findings challenge the prevailing view that uncertainty uniformly promotes exploration, demonstrating instead that exploration depends critically on the source of uncertainty, paralleling its differential effects on learning.",computational cognitive science / cognitive modeling,psychological / behavioral research
Extended_Abstracts,331,pending,Do Vision Models See or Know? Prototype Structure in Self-Supervised Vision Models,"We investigate whether I-JEPA, a vision model trained by predicting masked patch representations in latent space, recapitulates human prototype structure across 1,854 object concepts (THINGS dataset). Using Representational Similarity Analysis (RSA) against human similarity judgements, typicality norm validation, layer-by-layer probing across all 32 transformer layers, and 4.58 million odd-one-out trials, we identify a systematic dissociation: I-JEPA typicality correlates positively with human norms for perceptually-defined categories (birds, fruit, sea animals; r = +0.275) but negatively for functionally-defined categories (vehicles, tools, weapons; r = −0.266), yielding ∆r = +0.541 (p < 0.001). The dissociation grows with depth, accelerating in the final 12 layers where RSA alignment peaks then degrades. Attention maps reveal late-layer collapse onto a single dominant patch, providing a mechanistic account. I-JEPA's visual prediction objective is sufficient for perceptual prototype structure but insufficient for conceptual prototype structure, with direct implications for the use of vision models as proxies for human semantic cognition.",computational cognitive science / cognitive modeling,artificial intelligence / machine learning
Extended_Abstracts,332,pending,Lexical representations are sequenced through a micro-scale dynamic code in inferior frontal gyrus,"Naturalistic speech is transient and strictly time-ordered, creating a computational challenge for comprehension: the brain must preserve and integrate earlier input while new words continue to arrive. One proposed algorithmic solution is that linguistic representations are maintained dynamically across changing neural populations over time, but it remains unclear how such an algorithm is implemented at the neuronal scale for higher-level linguistic representations. Using microelectrode recordings from the inferior frontal gyrus (IFG) during continuous speech listening, we show that lexical information is decodable for over 2 seconds, which overlaps with multiple words into the future. Neural activity evolves along state-space trajectories, which encode both lexical content and elapsed processing time. These trajectories preserve traces of earlier speech input as new input arrives, while also encoding relative sequence order. Together, these findings provide the first micro-scale evidence for how dynamic neural sequencing is implemented by IFG neurons during continuous speech comprehension.",experimental neuroscience (systems / cognitive),artificial intelligence / machine learning+computational cognitive science / cognitive modeling+theoretical / computational neuroscience
Extended_Abstracts,333,pending,Slow reasoning can reflect pressure to minimize information processing costs,"Human cognition is strikingly slow: across tasks, people process only about 10 bits per second, far below the throughput of sensory systems and modern AI. Why would a system that must behave flexibly operate so slowly? One possibility is that slow, serial processing is not a limitation but an adaptation -- an efficient strategy when there is pressure to minimize the amount of information processed at each moment. Here we show that slow reasoning emerges naturally in agents trained to solve a logical reasoning task when they are penalized for both processing time and representational precision. We trained recurrent neural networks on a boolean evaluation task with variable difficulty, rewarding accuracy while penalizing the number of processing steps and the bits encoded per step. We found a systematic trade-off: agents under stronger precision pressure learn coarser representations and compensate by using more processing time, yet achieve higher accuracy than those that encode inputs more precisely. Agents also dynamically allocate more steps to harder problems, mirroring patterns seen in human deliberation. These results demonstrate that slow, serial cognition can be computationally advantageous, minimizing information-processing costs at the expense of latency, and offer a normative explanation for why biological cognition may have evolved to operate at such a surprisingly low bandwidth.",computational cognitive science / cognitive modeling,artificial intelligence / machine learning
Extended_Abstracts,334,pending,3D object perception through the lens of distribution shift,"Humans succeed on 3D tasks where vision models fail. Here we draw on an established phenomenon in machine learning---distribution shift---to understand this divergence. This requires a tractable setting where both train and test distributions are known. To this end, we develop a pipeline to procedurally generate 3D objects, fine-tune DINOv2 to distinguish between them, then evaluate models on an out-of-distribution 3D perception benchmark (MOCHI). Critically, we develop a metric for the distance between each test trial and the training data. Fine-tuning vision models improves their performance, but only on trials close to the training data; that is, trial-level distribution shift predicts 3D perceptual accuracy. Next we extend this metric to large pretrained models, enabling us to estimate the trial-level distance from naturalistic visual data. Analyzing our 3D perception benchmark with this analytic approach, we find that humans are far more robust to distribution shift than large vision encoders (e.g., DINOv2-G, CLIP-G). Strikingly, human reaction times increase linearly with distributional distance. Our results demonstrate that 3D shape perception can be understood as an out-of-distribution generalization, where humans compensate for distribution shift by allocating additional visual processing at test time.",artificial intelligence / machine learning,computational cognitive science / cognitive modeling
Extended_Abstracts,335,pending,A Parametric Continuum for Probing Visual Speech Representations,"Understanding speech in noise is substantially improved by seeing the speaker's face. However, seeing DNN-generated synthetic talking faces provides weaker benefits than seeing real talking faces, and it remains unclear which specific facial movements drive this audiovisual gain. Here, we leverage DNN-based synthetic faces to achieve precise control over visual speech components. Using DECA talking face animations, we constructed a synthetic continuum that systematically manipulates specific expression parameters one at a time and validated this approach psychophysically with human observers.  This framework serves as a first step toward a computationally tractable approach to probing cognitive representations of visual speech, enabling identification and quantification of diagnostic facial components that enhance phoneme discriminability.",psychological / behavioral research,artificial intelligence / machine learning+computational cognitive science / cognitive modeling
Extended_Abstracts,336,pending,Task-specific scene semantics from language predicts human gaze in navigation and visual search,"Human gaze is profoundly task-driven, yet most computational models treat attention as primarily stimulus-driven. Here, we use natural language as a structured means of generating task-specific priority maps. We collected human scene descriptions under navigation and object identification goals, and trained convolutional neural networks to predict each task’s embeddings from images, using gradient-based attribution to extract spatial priority maps from the trained networks. We tested these maps against human gaze during real-world navigation, and visual search. The navigation map was the only model to achieve positive information gain over center bias during real-world navigation, outperforming all comparison models including DeepGaze IIE, which failed on mobile eye-tracking data despite strong performance on laboratory-based search. Critically, the relative predictive advantage of the two semantic maps reversed across tasks: navigation maps outperformed object maps during navigation, while object maps outperformed navigation maps during visual search. This double dissociation demonstrates that natural language about scenes encodes task-specific spatial priorities.",computational cognitive science / cognitive modeling,artificial intelligence / machine learning+psychological / behavioral research
Extended_Abstracts,337,pending,Discovering interpretable visual representations at scale,"Despite large-scale recordings, neuroscience has identified representations for only a small fraction of human-distinguishable visual features. We address this by extracting high-dimensional population codes from biological and artificial vision networks, then quantifying the interpretability and diversity of neuron vs. population representations using automated evaluations that mirror human judgments. Population codes and automated analyses together reveal more interpretable, diverse representations at scale; an advantage that grows with neuron count and population dimensionality. Our framework meaningfully closes the gap between the scale of neural recordings and the depth of insight they yield, motivating a broader shift away from dimensionality reduction in studies of visual perception.",theoretical / computational neuroscience,artificial intelligence / machine learning
Extended_Abstracts,338,pending,Lateral Recurrence as a Domain-Selective Mechanism,"Recurrent connections pervade the primate ventral stream, yet their computational role remains debated. One view holds that recurrence supports iterative inference and can stabilize or refine representations across inputs (Rao & Ballard, 1999; Lee & Mumford, 2003); another suggests that experience shapes recurrence to selectively refine behaviorally relevant information. Face-selective regions exhibit progressively refined identity representations across hierarchical stages (Freiwald & Tsao, 2010; Chang & Tsao, 2017), and recurrent architectures better capture primate visual dynamics (Kar et al., 2019; Kietzmann et al., 2019). However, direct evidence for domain-selective recurrence remains limited because anatomy, experience, and task demands covary in cortex. We disentangle these factors using lateral-recurrent convolutional networks with identical architectures trained on different objectives, face identification versus object categorization. We track representational changes across recurrent time through decoding, population geometry, and single-unit analyses. We find a double dissociation: recurrence progressively strengthens identity information in the trained domain while leaving the untrained domain largely unchanged. This selectivity emerges in deeper layers, scales with recurrence strength, and reflects a progressive coupling of category preference to identity sensitivity at the single-unit level. These results argue that lateral recurrence is a learned, task-specific refinement mechanism and generate testable predictions for time-resolved recordings in domain-selective cortex.",theoretical / computational neuroscience,experimental neuroscience (systems / cognitive)
Extended_Abstracts,339,pending,Low-Rank Temporal Factorization of Drift-Diffusion Dynamics Reveals Staged Evidence Integration,"Perceptual decision-making depends on integrating sensory evidence over time, but the resulting integration kernels vary substantially across individuals. Low-rank neural networks capture the principal component of this variability but lack a clear link to cognitive mechanism, whereas the Drift-Diffusion Model (DDM) provides an interpretable account of decision formation. To connect these frameworks, we parameterize the DDM’s starting point ($y_0$) and drift rate ($a$) with low-rank temporal kernels driven by the click sequence $\mathbf{c}_t$ in an auditory clicks task. Model fitting identifies a one-dimensional latent representation ($d=1$) for each parameter: drift rate weighs heavier on the middle and late clicks than earlier clicks, whereas starting point was set early and middle clicks and is not influenced by late clicks. Together, these results support a staged computation in which  evidence accumulation may not be strictly synchonized with the stimulus in the auditory click task.",computational cognitive science / cognitive modeling,computational cognitive science / cognitive modeling+psychological / behavioral research
Extended_Abstracts,340,pending,Dynamic noise correlations between feature-selective brain regions support efficient learning,"Learning to assign credit to relevant features is a challenging problem. Recent theoretical work has demonstrated that stimulus-independent covariation in trial-to-trial neural activity fluctuations may reflect a dimensionality reduction mechanism that facilitates faster and more robust learning, but this proposal has yet to be empirically verified. Here we performed an empirical test of this theory by combining computational modeling, functional magnetic resonance imaging, and behavioral measures. Forty-five human subjects performed a task requiring discrimination of multi-dimensional perceptual stimuli while undergoing fMRI. In each block of trials, subjects learned a classification boundary in a two-dimensional feature space (color and motion) that was translated occasionally and unpredictably, forcing them to learn continuously on one of two possible joint feature dimensions (color+motion or color-motion, depending on block). A two-layer feedforward neural network performing this task showed that amplifying gain along task-relevant dimensions produced noise correlations aligned to these dimensions and enhanced learning. Human behavioral data was best fit by models with higher gain on task-relevant dimensions, suggesting that subjects focused on and updated the joint-feature dimensions that were most important for learning and task performance, and raising the question as to whether humans would show dynamic modulations of noise correlations across blocks to shift learning onto the relevant task dimension akin to gain adjustments in the model. Concurrently collected fMRI data revealed that noise correlations across feature-sensitive regions are modulated in a task-dependent manner, in line with this basic model prediction. Specifically, when residual fMRI data were passed through decoders trained on color and motion respectively, noise correlations between the resulting feature noise vectors were more positive during [color+motion] learning blocks and more negative during [color-motion] learning blocks, supporting the idea that the brain dynamically amplifies task-relevant dimensions to improve learning.",experimental neuroscience (systems / cognitive),computational cognitive science / cognitive modeling+psychological / behavioral research+theoretical / computational neuroscience
Extended_Abstracts,341,pending,RSVP-induced ERP Class Posteriors Reflect Graded Neural Perception of Humanoid Images,"In the rapid serial visual presentation (RSVP) paradigm, EEG event-related potentials (ERPs) are captured when a target stimulus appears in the stimulus sequence. In the context of detecting target objects (e.g. humans) in images, it is uncertain whether an ERP will manifest in EEG readings when a sequence includes a small ratio of pseudotargets (e.g. non-human but human-shaped humanoids) interspersed with actual human targets. We studied this question through a binary EEG classification model that yields target perception scores for human presence in images. This model produces a value in [0,1] depending on image content, from EEG time-locked to image onset in RSVP. The model was calibrated using a set of EEG responses to a combination of distractor (nontarget) and target images shown to multiple subjects within the RSVP paradigm. Target class posterior given EEG temporally aligned to image onset was used as a target perception score. Analyses on test imagery demonstrated that, as anticipated, distractor images result in EEG signals that tend to receive lower target perception scores than that of target images. More interestingly, pseudotarget (humanoid) test images that were intentionally designed to induce confusion received slightly lower target perception scores than target images. While the analyses and observations are based on data from limited number of subjects and trials, the results are promising as they indicate degraded target recognition response to humanoid images in contrast to genuine targets.",artificial intelligence / machine learning,computational cognitive science / cognitive modeling
Extended_Abstracts,342,pending,Temporal integration in speech-trained deep neural networks aligns with and diverges from human auditory cortex,"Deep neural networks (DNNs) trained on challenging speech tasks have been found to predict neural responses to speech with higher accuracy than traditional acoustic features, raising the question of whether their underlying computations are similar to those in the auditory cortex. A central computational challenge of speech processing is the need to integrate information across multiple timescales, but it remains unclear whether the mechanisms of multiscale integration in modern speech-trained DNNs resemble those of the auditory cortex. We assessed integration windows in the auditory cortex using the temporal context invariance (TCI) method applied to spatiotemporally precise intracranial recordings from human neurosurgical patients. We then applied the same TCI method and experimental stimuli to characterize integration windows from layer activations of speech-trained DNNs with different architectures and training objectives. All tested models showed evidence of hierarchical temporal integration with longer windows in later network layers, including in Transformer models whose architecture does not explicitly favor this organization. This pattern qualitatively resembles the hierarchical organization of the auditory cortex with longer integration windows in non-primary regions. At the same time, all models differed from the brain in clear and interpretable ways: self-supervised Transformer models (Wav2Vec2 and HuBERT) showed symmetric integration windows with temporal delays that varied minimally across layers, whereas a supervised causal model (Streaming Conformer) showed excessive delays compared with auditory cortex. These results suggest that rapid hierarchical inference of temporally recent speech structure is likely important to replicating cortical integration windows, while seemingly non-biological architectural features present in Transformers may not present a critical bottleneck.",computational cognitive science / cognitive modeling,artificial intelligence / machine learning+experimental neuroscience (systems / cognitive)
Extended_Abstracts,343,pending,From Impulsivity to Engagement: Latent Behavioral States Reveal Distinct Decision Strategies in Rats,"Behavioral variability in perceptual decision-making is often treated as noise, yet it may reflect meaningful fluctuations in internal cognitive state. We asked whether latent behavioral states could explain trial-to-trial variability in both behavior and neural population dynamics. In our work, we propose that latent behavioral states drive variability in perceptual decisions and simultaneously modulate neural dynamics across decision-related brain regions. To test this, rats were trained on an auditory decision-making task in which they reported increases in the click rate of a Poisson-generated stimulus. Fitting the Generalized Linear Model-Hidden Markov Model (GLM-HMM) model revealed two latent states that best captured behavioral variability across animals (Ashwood et al., 2021; Linderman et al., 2020). In an impulsive state, animals responded rapidly, producing frequent false alarms with little dependence on stimulus strength. In an engaged state, false alarm rates were markedly reduced, enabling stimulus-dependent correct detections. Large-scale Neuropixels recordings revealed no meaningful signature of behavioral state in mean firing rates or within-region correlations. Yet state identity was decoded from population activity trial-by-trial with high accuracy. Our findings provide a mechanistic link between internal engagement, neural population dynamics, and decision variability—challenging the assumption that engagement simply scales overall neural activity. Instead, latent behavioral states reflect discrete internal strategies encoded in population-level firing patterns.",computational cognitive science / cognitive modeling,psychological / behavioral research+theoretical / computational neuroscience+experimental neuroscience (systems / cognitive)
Extended_Abstracts,344,pending,Bayesian calibration for conference reviews,"Choosing between high-quality applications is a challenge for universities, funders, and conferences. A core difficulty is accounting for the idiosyncrasies in how reviewers assess the qualities of an application. Classic psychometric procedures from Item Response Theory (IRT) help mitigate the effects of idiosyncratic assessment, however, they are rarely used in peer review. Here, we leverage Bayesian IRT to reanalyze the open-access reviews from CCN2023. We find that IRT methods offer a promising approach for fairer assessments of conference papers.",computational cognitive science / cognitive modeling,psychological / behavioral research
Extended_Abstracts,345,pending,Orthogonal Task Representation Enables Flexible Task Switching  in Human OPM-MEG and Neural Networks,"Task switching requires flexible reconfiguration of task representations over time. To characterize the underlying neural computations, we recorded brain activity with optically-pumped magnetometer-based MEG (OPM-MEG) during a task-switching paradigm, in which participants maintained instructions for an upcoming task while performing a current task. In both human and recurrent neural networks (RNNs) trained on similar paradigms, we found that the current and future task identities were encoded in orthogonal dimensions. In human but not RNNs, the current-task representations generalize across epochs, consistent with a compositional representation organized by functional relevance.",theoretical / computational neuroscience,artificial intelligence / machine learning+experimental neuroscience (systems / cognitive)
Extended_Abstracts,346,pending,How Does the Brain Dynamically Combine Visual and Conceptual Features to Support Goal-Oriented Behavior?,"Scene perception is thought to rely on a dynamic, goal-dependent neural code that flexibly prioritizes and combines visual and conceptual features over time. However, the direct evidence for this has been limited by methodological challenges. To address this, we built a novel brain-guided convolutional neural network (CNN) with dedicated channels that were guided by the neural variance explained by each of eight features. Neural data (via 128-channel EEG) were collected from participants who viewed 78 scenes while performing either a path navigation task or a seating location task. The output layer was designed to classify each input image according to the observer’s task. To successfully predict an observer’s task, the CNN combined image features with task-specific neural data. In each convolutional layer, eight independent sets of nodes were added for dedicated processing of features ranging from low-level wavelet and texture models to high-level task-specific sentence embeddings. The results revealed a late emergence (450ms; convolutional layer 4) of task-dependent differences in feature combination. These findings indicate that task goals shape feature combination late in processing.",experimental neuroscience (systems / cognitive),computational cognitive science / cognitive modeling
Extended_Abstracts,347,pending,Continual learning and forgetting as drivers of representational drift,"Recent work demonstrates that stimulus- and task-related population activity reorganizes over days to weeks even when behavioral performance appears stable representational drift. While theoretical work suggests that random diffusion (i.e. noise) may be sufficient to explain drift, recent studies also suggest that task representations become sparser and more separable over time. This latter observation is consistent with the hypothesis that representational drift is partially driven by ongoing learning rather than purely stochastic processes. Here, we use continuous time recurrent neural networks (ctRNNs) to demonstrate that over-training - even after reaching criterion accuracy - leads to changes in activity patterns similar to representational drift. We also find that task representations in the network become sparser and more separable over time, and that these changes result in greater tolerance to perturbations such as increases in internal and external noise. Our results suggest that drift can reflect continual learning and optimization as opposed to just random diffusion and is characterized by increases in the sparsity, efficiency, and robustness of neural codes.",theoretical / computational neuroscience,
Extended_Abstracts,348,pending,Pooling Across Brains: Embedding‑SRM Enables Encoding Models in Ultra‑Low‑Data ECoG,"Large language models (LLMs) have been positioned as holistic computational models of neural activity during naturalistic language processing, with subject‑specific linear encoding models mapping contextual embeddings onto each individual’s neural activity. However, these models require substantial volumes of data per subject for a robust fit, which is often infeasible in ECoG, where many participants contribute only brief recordings. Recent work shows that functional alignment via a shared response model (SRM) improves encoding and supports cross‑subject generalization, but existing SRM methods require participants to experience the same stimulus. Here, we introduce Embedding‑SRM (eSRM), which applies SRM to each subject’s encoding weight matrix, eliminating the need for shared stimulus and enabling alignment across disjoint recordings. We also developed a framework using eSRM that allows us to pool neural data from other subjects to effectively enlarge the training set for fitting encoding models in a low-data target participant. We find that eSRM yields substantial gains in encoding performance, especially in the low‑data regime where subjects have as few as hundreds of words.",theoretical / computational neuroscience,artificial intelligence / machine learning+computational cognitive science / cognitive modeling
Extended_Abstracts,349,pending,Learning to select computations in recurrent circuits,"To cope with their limited computational resources, humans solve problems by adaptively deciding what to compute, a capacity known as meta-reasoning. Yet, determining which computations to perform is itself computationally demanding, raising the question of how such selection can be implemented in the brain. Here, we develop a recurrent neural network model that learns to select computations through meta-reinforcement learning. In a simple choice task, the agent learns to select computations as predicted by optimal symbolic models and reproduces neural dynamics observed in macaque orbitofrontal cortex. In a more complex planning task, the agent learns a planning strategy that replicates key signatures of human strategies. Our work provides a generalizable framework for modeling the adaptive control of thought processes and elucidates how such control can be implemented in neural systems.",computational cognitive science / cognitive modeling,theoretical / computational neuroscience
Extended_Abstracts,350,pending,Prenatal retinal waves generate the proto-architecture of newborn visual systems,"How does the visual system acquire its structure? Newborn visual systems share three signatures of visual organization: orientation selectivity in early visual areas, shape selectivity in downstream regions, and progressively larger receptive fields across the visual hierarchy. Instructional theories attribute this proto-architecture to genetic design, whereas selectional theories predict the proto-architecture develops through domain-general adaptation to prenatal sensory experiences. Here we provide an image-computable test of these theories using transformers: a domain-general neural network model. We trained transformers on prenatal retinal waves using unsupervised temporal learning, and found that the models spontaneously developed all three signatures of newborn visual systems. These results show that the large-scale architecture of newborn visual systems emerges when domain-general neural networks adapt to prenatal sensory experiences, in the absence of genetically encoded design. The distinctive visual cortical architecture of newborn brains is a statistical consequence of high-dimensional systems adapting to prenatal experiences.",computational cognitive science / cognitive modeling,artificial intelligence / machine learning+theoretical / computational neuroscience
Extended_Abstracts,351,pending,Biasing optimization to find more informative model metamers,"Sensory neuroscientists must carefully choose or design experimental stimuli in order to test  hypotheses. Recently, scientists have leveraged computational models and automatic differentiation to synthesize model-optimized stimuli, such as model metamers -- stimuli that are physically distinct but that produce identical model responses. However, there exist many different stimuli which satisfy the constraints of the stimulus-generation process, but which may give rise to different scientific interpretations. Here, we propose adding a penalty term to the objective function used to generate the stimuli. This biases the synthesis procedure, allowing researchers to preferentially search for stimuli with certain properties. We demonstrate the use of several penalty functions on a simple LGN-inspired model to increase perceptual diversity among synthesized model metamers. By carefully choosing their penalty functions, researchers can better design stimulus sets to address their scientific question.",theoretical / computational neuroscience,
Extended_Abstracts,352,pending,Computational Mechanisms of Decision Uncertainty During Decision-Making in Worry,"Worry is a symptom that is pervasive across mental health diagnoses, and when making decisions under uncertainty, individuals who worry display increased indecision. Previous work by Tallis \& Mathews (1991), observed that increased levels of worrying were associated with longer decision times when determining that targets are absent and suggested this is driven by higher evidence requirements. Crucially, this decision making process can be captured by the drift diffusion model (DDM), whereby evidence is accumulated and a response is made after passing a response threshold. Here, we present a pilot study that aims to replicate Tallis \& Mathews (1991)'s finding that individuals who worry more take longer to decide something is not present, and investigate whether this is driven by increased evidence requirements. Methods: To test this, 41 participants completed a visual search task online. In line with Tallis \& Mathews (1991), participants were classified as either high or low worriers based on their total score on the worry domains questionnaire (High: 22; Low: 19). Participants completed 112 trials searching for a target letter among 25 letters (50\% target present). Results: Replicating prior work, participants were slower overall to respond correctly on target absent trials compared to target present, and this effect was amplified in high worriers. Preliminary hierarchical drift diffusion modeling suggests that this behavior is best captured by a model where thresholds interact with worry group such that thresholds are selectively elevated for target absent trials, although the effect is not conclusive. Conclusion: In this pilot study we replicate Tallis \& Mathews (1991)'s finding that high worriers take longer to respond when a target is absent and preliminary modeling points toward a threshold-based account. Follow-up work will test this account in a larger sample.",computational cognitive science / cognitive modeling,psychological / behavioral research
Extended_Abstracts,353,pending,Using AI-generated videos to investigate the roles of attribution and impressions in clinical outcomes,"Characteristics of clinicians significantly influence patients’ trust, expectations, and therapeutic outcomes. However, the role of patients’ own attribution and impression formation processes in this relationship remains unclear. We investigated this by having participants interact with AI-generated videos of virtual clinicians that varied in demeanor, communication style, and helpfulness, and then assessing participants’ attributions and impressions. Results confirmed that overt clinician characteristics influenced participants’ trust. Critically, covert attributions and impressions explained more variance in trust and mediated the effects of clinician characteristics on trust. This study provides a framework for quantifying the computational mechanisms linking attribution to trust, and to downstream physiological and neural correlates.",psychological / behavioral research,computational cognitive science / cognitive modeling
Extended_Abstracts,354,pending,Discovering Online and Offline Processing via Meta-Learning,"Biological memory systems employ distinct processes during wake and sleep, but how encoding and offline processing should be jointly organized remains an open question. We introduce a meta-learning framework in which a recurrent neural network jointly optimizes its weights and separate online and offline plasticity rules, so that meta-learning shapes both the network's dynamics and how it updates its own synapses. The model learns to rapidly adapt to novel task instances, and the meta-learned offline processing proves beneficial: removing it degrades performance, and substituting the learned offline plasticity with the learned online plasticity also impairs performance, indicating functionally distinct rules. The model also discovers reward-modulated plasticity without any explicit reward-dependent mechanism. Furthermore, the learned offline dynamics differ across tasks with distinct demands: tasks requiring sequential action sequences to reach reward elicit offline activity with positive similarity to online representations, whereas simpler tasks do not. These emergent properties suggest that meta-learning can reveal organizational principles of biological memory systems.",theoretical / computational neuroscience,artificial intelligence / machine learning+computational cognitive science / cognitive modeling
Extended_Abstracts,355,pending,Deep Neural Network Models Capture Ventral Stream Predictivity at Cross-Animal Consistency,"The strongest test of a computational model of the brain is whether it can masquerade as another brain. One way to operationalize this test is to predict neural responses in one animal from either a second animal's neural responses or a model's representations, given the same stimuli. If the model-to-brain mapping recovers the same predictive magnitude and hierarchical predictive structure as the brain-to-brain mapping, the model passes as a model of the brain. Here, we evaluate a self-supervised vision transformer (DINOv2) against this standard using large-scale multi-unit recordings spanning V1, V4, and IT from two macaques that viewed the same large set of visual stimuli. We predict each electrode's responses via ridge regression from either the other animal's responses or model layer features. Both mappings recover the same hierarchical organization — early representations best predict V1, intermediate V4, late IT — and the model's peak predictivity approaches cross-animal levels in all three areas. Moreover, the full pattern of cross-area predictivities in brain-to-brain mappings is quantitatively reproduced by the model, demonstrating that a computational model can masquerade as another brain in predicting the ventral visual hierarchy.",theoretical / computational neuroscience,artificial intelligence / machine learning
